category,name,date,text
citations,Dwight D. Eisenhower,"April 04, 1957","
[Released April 4, 1957. Dated April 2, 1957]
THE PRESIDENT of the United States takes pride in presenting the National Security Medal to
MAJOR GENERAL WILLIAM J. DONOVAN, AUS (RET)
for service as set forth in the following
CITATION:
Through his foresight, wisdom, and experience, he foresaw, during the course of World War II, the problems which would face the postwar world and the urgent need for a permanent, centralized intelligence function. Thus his wartime work contributed to the establishment of the Central Intelligence Agency and a coordinated national intelligence structure. Since the creation of the Agency, he has given to it generously of his experience, making through the postwar years a valuable contribution to the field of intelligence relating to the national security. In 1953 and 1954, as Ambassador of the United States to Thailand, he served in this important diplomatic post with the same tireless energy and skill he had shown in his wartime service. Both in public and private life he has made outstanding contributions to the security and defense of his country.
DWIGHT D. EISENHOWER
"
citations,Harry S Truman,"January 24, 1946","
CITATION TO ACCOMPANY THE AWARD OF THE MEDAL FOR MERIT TO SAMUEL I. ROSENMAN
SAMUEL I. ROSENMAN, for exceptionally meritorious conduct in the performance of outstanding services to the President of the United States and his country. As an unofficial adviser to the late President Roosevelt, he gave freely of his time and many talents, coming to Washington whenever called by the President. During the critical war years, he came to Washington, at a great personal sacrifice, to become Special Counsel to the President, the first to occupy that important position. In order so to serve, he resigned as Justice of the Supreme Court of the State of New York. Through his great talents, his vast experience as a lawyer, legislator, and judge, and his ability to organize and dispatch work, he was of inestimable service to the President and the country in carrying to a successful and speedy conclusion World War II. He rendered sound advice on many matters of national and international policy, legislation and government administration and lifted from the shoulders of the President many vexatious problems, thus lessening materially the burdens of the Chief Executive and Commander in Chief, and permitting him to give his attention to more important problems. Through his assistance in the reorganization of many of the Executive Departments, and agencies of the Government as required by war needs, the business of government was carried on with greater effectiveness. He served with distinction not only in this country, but also abroad, where he represented the President in matters of great international importance. After the untimely death of President Roosevelt, he continued as Special Counsel to President Truman and has rendered great assistance to him in the initial stages of the reconversion period. Justice Rosenman brought to his office not only high professional attainments, but a marked devotion to duty, great perseverance, outstanding administrative ability, and a deep sense of public service.
HARRY S. TRUMAN
"
citations,Harry S Truman,"March 28, 1949","
THE PRESIDENT of the United States of America, authorized by Act of Congress, July 9, 1918, has awarded the Distinguished Service Medal to
JAMES FORRESTAL
for exceptionally meritorious service in a duty of great responsibility.
JAMES FORRESTAL has performed exceptionally meritorious and distinguished service to the United States of America in a position of great responsibility as the first Secretary of Defense, and head of the National Military Establishment from its origination under the National Security Act of 1947 on September 18, 1947, to March 28, 1949. During this period, he was responsible for envisaging, planning, and executing important policies and programs for the integration of the Armed Forces and the related agencies of the National Military Establishment, and his success in this complex undertaking materially advanced the security of the nation. He courageously and with statesman-like skill led in the resolving of vast, complex and innumerable problems in the manifold and unexplored areas involved. He was remarkably successful in building a solid foundation for the unified military establishment, in achieving fruitful progress in many fields, and also in expediting to an exceptional degree the development of the Armed Forces in the urgent and far reaching fields of scientific accomplishment. Beginning this challenging assignment with a background of more than seven years of distinguished public service, he performed his duties as Secretary of Defense with vigorous leadership, fearlessness, integrity, selflessness, and unstinted expenditure of physical effort. To implement the task undertaken he, with excellent judgment and rare initiative, brought to action numerous civilian, scientific, industrial, business, religious and educational elements of the Nation to augment the uniformed personnel in making our military strength a potent factor in the constant efforts of the nation to attain the goal of world peace.
HARRY S. TRUMAN
"
citations,Dwight D. Eisenhower,"April 22, 1955","
[Citation read by the President]
BECAUSE of a signal and historic contribution to human welfare by Dr. Jonas E. Salk in his development of a vaccine to prevent paralytic poliomyelitis, I, Dwight D. Eisenhower, President of the United States, on behalf of the people of the United States, present to him this citation for his extraordinary achievement.
The work of Dr. Salk is in the highest tradition of selfless and dedicated medical research. He has provided a means for the control of a dread disease. By helping scientists in other countries with technical information; by offering to them the strains of seed virus and professional aid so that the production of vaccine can be started by them everywhere; by welcoming them to his laboratory that they may gain a fuller knowledge, Dr. Salk is a benefactor of mankind.
His achievement, a credit to our entire scientific community, does honor to all the people of the United States.
[Remarks of the President]
Dr. Salk, before I hand you this Citation, I should like to say to you that when I think of the countless thousands of American parents and grandparents who are hereafter to be spared the agonizing fears of the annual epidemic of poliomyelitis, when I think of all the agony that these people will be spared seeing their loved ones suffering in bed, I must say to you I have no words in which adequately to express the thanks of myself and all the people I know--all 164 million Americans, to say nothing of all the people in the world that will profit from your discovery.
I am very, very happy to hand this to you.
"
citations,Lyndon B. Johnson,"September 15, 1967","
THE PRESIDENT of the United States posthumously awards the National Security Medal to
DESMOND FITZGERALD
CENTRAL INTELLIGENCE AGENCY
in recognition of his outstanding contributions to the national security as set forth in this
CITATION:
As an American of high dedication to the principles upon which our Nation was founded, Mr. FitzGerald on two occasions left the practice of law to offer his unusual talents to his Government. Enlisting as a private in the United States Army in the early days of World War II, Mr. FitzGerald served gallantly and with distinction in the Asiatic-Pacific Theater until his separation as a major after the close of hostilities.
He again volunteered his services to the Nation when, at the outbreak of war in Korea, he became a member of the Central Intelligence Agency. In the following sixteen years, Mr. FitzGerald's exceptional competence and stimulating leadership won the confidence of his associates and established a standard of excellence to guide and inspire others who will follow in the intelligence service of our country. In achieving the remarkable accomplishments that have been of major significance to the United States during periods of world crisis, Mr. FitzGerald gave unstintingly of himself and his energies, of his courage and his imagination. His unchallenged integrity matched only by his passion for anonymity set precedents difficult to follow but of high importance to our Government. Mr. FitzGerald's valuable contribution to the strength of our Nation's foreign intelligence effort upholds the finest traditions of the Federal service.
LYNDON B. JOHNSON
"
citations,Lyndon B. Johnson,"November 11, 1968","
THE PRESIDENT of the United States takes pleasure in presenting the PRESIDENTIAL UNIT CITATION TO SEAL TEAM ONE for service as set forth in the following CITATION:
For exceptionally meritorious and heroic service from 16 July 1966 to 31 August 1967, in the conduct of naval unconventional warfare operations against the Viet Cong in the Republic of Vietnam. Although often required to carry out their operations in treacherous and almost impenetrable mangrove swamps against overwhelming odds, SEAL TEAM ONE personnel maintained an aggressive operating schedule and were highly successful in gathering intelligence data and in interdicting Viet Cong operations. On one occasion, a six-man fire team ambushed one junk and two sampans, accounting for seven Viet Cong dead and the capture of valuable intelligence data. During this daring ambush, all members of the fire team remained in exposed, waist-deep mud and water in order to obtain clear fields of fire. As a result of their constant alertness and skillful reading of Viet Cong trail markers, patrols of SEAL TEAM ONE succeeded in discovering numerous well-concealed Viet Cong base camps and supply caches, and captured or destroyed over 228 tons of Viet Cong rice, as well as numerous river craft, weapons, buildings, and documents. The outstanding esprit de corps of the men of this unit was evidenced on 7 October 1966 when a direct hit by an enemy mortar round wounded sixteen of the nineteen men aboard the detachment's armed LCM, and again on 7 April 1967 when three members of the SEAL TEAM ONE LCM were killed and eleven were wounded in a fire fight with Viet Cong positioned along the banks of a narrow stream. On both occasions, SEAL TEAM ONE men who were able, even though seriously wounded, returned to their positions and continued to fire their weapons until the boat was out of danger, thereby helping to save the lives of their comrades. The heroic achievements of SEAL TEAM ONE reflect the outstanding professionalism, valor, teamwork, and selfless dedication of the unit's officers and men. Their performance was in keeping with the highest traditions of the United States Naval Service.
LYNDON B. JOHNSON
"
citations,Dwight D. Eisenhower,"March 21, 1958","
[Read in the President's name by Lt. Gen. Willis D. Crittenberger, USA ( Retired ) ]
I AM DELIGHTED to participate in a ceremony that links your name with that of the father of West Point, Sylvanus Thayer.
Founder and Director of the Radiation Laboratory of the University of California, you are the inventor of the cyclotron, recipient of the Nobel Prize, leader in the development and use of high energy accelerators.
Under your leadership, the Radiation Laboratory contributed materially to development of the electro-magnetic method of separating uranium isotopes and thereby greatly enhanced your nation's security.
As student of the atom, you have sought its beneficient application not only to physics--but to biology, medicine and technology.
Today the men of West Point pay tribute to your contributions to our nation and all mankind, and for your achievements as scientist and as a statesman of science.
It is my great privilege, on their behalf, to convey the gratitude of your colleagues and countrymen--and to present you with the Sylvanus Thayer Award of the Association of Graduates of the United States Military Academy.
"
citations,Dwight D. Eisenhower,"January 17, 1961","
[ Text read by Gerald D. Morgan, The Deputy Assistant to the President ]
CITATION:
Major General Melvin Joseph Maas (U.S. Marine Corps, Retired), has served the people of the United States in peace and war with vigor, ability and devotion.
As a Congressman, as a Marine in both World Wars, as Chairman of the President's Committee on Employment of the Physically Handicapped, Melvin Maas has become an example of inspired citizenship to all Americans.
Total blindness and diverse physical afflictions have not been able to stop him in his prosecution of good works. He is a symbol of the proud motto of the handicapped: ""It's ability, not disability, that counts."" In him the physically handicapped have a brave and effective champion.
For his life-long dedication to the service of the American people; for his outstanding leadership of the President's Committee on Employment of the Physically Handicapped; and for his courage in action over and beyond the call of duty, it is most fitting that Melvin Mass receive the grateful recognition of his countrymen.
DWIGHT D. EISENHOWER
"
citations,Lyndon B. Johnson,"November 18, 1966","
BY VIRTUE of the authority vested in me as President of the United States and as Commander-in-Chief of the Armed Forces of the United States I have today awarded
THE PRESIDENTIAL UNIT CITATION
TO
THE 52D RANGER BATTALION,
ARMY OF THE REPUBLIC OF VIETNAM AND ATTACHED UNITS
THE 701ST REGIONAL FORCE COMPANY
THE 361ST MECHANIZED PLATOON, REGIONAL FORCES
FOR
EXTRAORDINARY HEROISM
The 52d Ranger Battalion and the above attached units, Army of the Republic of Vietnam, distinguished themselves by extraordinary heroism in action against hostile forces in the vicinity of Phu Hai, Phuoc Tuy Province, Republic of Vietnam on 11 November 1965.
After providing relief for an outpost that had been under attack, the Rangers were returning to their home station and engaged in a road clearing operation when information was received that a large force of Vietcong planned an ambush along the return route. Without hesitation, the Rangers deployed to advantageous positions and used sound counter-ambush techniques. When contact was made with the numerically superior force, the friendly troops launched an assault on the Vietcong which drove them toward the northeast. Having regrouped, the Rangers again assaulted the Vietcong positions just as hostile reinforcements began moving toward them from the north.
In close, fierce fighting, the Rangers forced the insurgents from their positions in the northeast into the path of their reinforcements approaching from the north, causing both the advancing and retreating hostile elements to be caught in the open and become the target of accurate air strikes. Then as an insurgent unit, moving to the west, attacked a small force of Rangers left to guard vehicles near Kim Hai, a Ranger Company quickly moved back to the ambush site, drove off the Vietcong, and retrieved all but three of their vehicles.
The determination, devotion to duty, indomitable courage, and extraordinary heroism demonstrated by the members of the 52d Ranger Battalion and its attached units in defending their homeland are in the highest traditions of the military service and reflect great credit upon themselves and the Republic of Vietnam.
LYNDON B. JOHNSON
"
citations,Dwight D. Eisenhower,"December 01, 1959","
[Read by Brig. Gen. A. J. Goodpaster, White House Staff Secretary]
CITATION TO ACCOMPANY THE AWARD OF MEDAL OF FREEDOM
TO
NEIL MCELROY
FOR EXCEPTIONALLY MERITORIOUS
SERVICE AND CONTRIBUTIONS TO THE
SECURITY OF THE UNITED STATES
As Secretary of Defense from October 9, 1957, to December 1, 1959, Neil Hosler McElroy has held a major responsibility both for maintaining our armed forces as an effective deterrent to war during a period of far-reaching change in military technology and for strengthening collective security throughout the Free World by assisting friendly countries in their efforts to protect themselves against aggression. With outstanding success he has carded out these difficult assignments.
Under his leadership, the armed forces effected an orderly introduction of many new weapons systems and expedited military research efforts essential to the security of our country in the years ahead. His experience in administering large organizations greatly contributed to the effective adjustment of our military organization to current needs, both at home and abroad. In negotiations with allied nations, he has further strengthened the bonds of friendship between them and the United States.
In recognition of his outstanding service to his country and his dedication to his task, I take great pleasure in presenting the Medal of Freedom to Neil Hosler McElroy.
DWIGHT D. EISENHOWER
"
citations,Harry S Truman,"May 17, 1949","
CITATION FOR DISTINGUISHED SERVICE MEDAL
(Second Oak Leaf Cluster)
AS UNITED STATES Military Governor in Germany and Commander-in-Chief of United States Forces in Europe, General Lucius D. Clay performed services of supreme value to his country and to humanity.
Previously distinguished for his outstanding work in helping to arm our forces, he added new and imperishable luster to his record by the manner in which he carried out his uniquely challenging task in Military Government in Germany. General Clay in this capacity proved himself not only a soldier in the finest tradition of our American arms, not only an administrator of rare skill, but a statesman of the highest order--firm, courageous, dedicated to the cause of peace. His entire administration was marked by a deep devotion to our democratic ideals of justice and freedom.
Conditions in Germany were such that he could not be spared from his task until May fifteenth of this year. He was released then only because his work had reached a milestone with the framing of a Constitution for Western Germany. His was an assignment of unexampled complexity and difficulty, and the completion of it represents an accomplishment of which his countrymen can be forever proud.
HARRY S. TRUMAN
"
citations,Harry S Truman,"August 24, 1945","
CITATION FOR THE LEGION OF
MERIT DEGREE OF COMMANDER
GEORGES BIDAULT, Minister of Foreign Affairs of the Provisional Government of the French Republic, was called to the colors in the autumn of 1939 and devotedly served his country as a sergeant of infantry until the spring of 1940 when he was taken prisoner by the Germans. In July 1941, after more than a year of captivity, he regained his freedom, whereupon without regard for his own safety or well-being he immediately became extremely active in French underground affairs. Displaying at all times zealous determination to drive the invader from France, he played a major part in organizing the French Resistance Movement for effective cooperation with the Allied armies, and became President of the National Council of Resistance, which post he occupied on the Day of Liberation. Continuing as Minister of Foreign Affairs to cooperate with the United Nations in the pursuit of their ideals, M. Bidault fostered a spirit of friendship and harmony between his republic and that of the United States.
HARRY S. TRUMAN
"
citations,Harry S Truman,"September 21, 1945","
CITATION FOR DISTINGUISHED SERVICE MEDAL
AS SECRETARY OF WAR from the beginning of the actual mobilization of the Army to the final victory over Japan, Henry Lewis Stimson gave the United States of America a measure of distinguished service exceptional in the history of the nation.
Following 40 years of conspicuous public service in which he fought as a combat officer in one war and twice served in the cabinets of Presidents, Mr. Stimson unhesitatingly accepted the vast responsibility for the development of the American armies to play a determining part in the desperate human conflict now victoriously terminated.
His fearlessness, his integrity, his rich experience, his wisdom and his statesmanship were largely contributory to the successful mobilization, deployment and operations of an Army in which his countrymen may take everlasting pride. His steadfast purpose and unselfish devotion were an inspiration to men-at-arms in American forces throughout the world in their bitter fight to maintain moral right, freedom, justice
and civilization itself.
HARRY S. TRUMAN
"
